headword	token	lemma	english	dice	ppmi	label	cluster
голова_NOUN	светлый	светлый_ADJ	fair hair	0.00104812521986	1.08675914777	Color and other properties related to the hair	2
голова_NOUN	седой	седой_ADJ	grey hair	0.0040626769096	3.18237113417	Color and other properties related to the hair	2
голова_NOUN	стриженый	стриженый_ADJ	close-cropped hair	0.00103633095661	4.05166416007	Color and other properties related to the hair	2
голова_NOUN	темно-русый	темно-русый_ADJ	brown hair	0.0	2.00789667818	Color and other properties related to the hair	2
голова_NOUN	темный	темный_ADJ	dark hair	0.000412958097933	0.0	Color and other properties related to the hair	2
голова_NOUN	тяжелый	тяжелый_ADJ	a head that feels heavy	0.00145932296774	0.0	Sensations and medical conditions	4
голова_NOUN	черный	черный_ADJ	black hair	0.00101618559878	0.0	Color and other properties related to the hair	2
голова_NOUN	чистый	чистый_ADJ	clean hair	0.000101850129748	0.0	Washing one's hair	5
голова_NOUN	чугунный	чугунный_ADJ	a head that feels heavy	0.000112153425887	0.0	Sensations and medical conditions	4
голова_NOUN	шишковатый	шишковатый_ADJ	bumpy head, a head with lumps or bumps	0.0	3.40023143281	Size and shape; aesthetics	3
голова_NOUN	яйцевидный	яйцевидный_ADJ	egg-shaped	0.0	2.47063673531	Size and shape; aesthetics	3
голос_NOUN	бархатный	бархатный_ADJ	a velvety voice	0.000947761360842	2.69648584909	Timbre and coloring	2
голос_NOUN	бодрый	бодрый_ADJ	a hearty voice	0.00184598097837	3.29676454968	Expressing physical and psychological states	7
голос_NOUN	больной	больной_ADJ	a voice weak from illness	0.000342238003197	0.0	Expressing physical and psychological states	7
голос_NOUN	весёлый	веселый_ADJ	a joyful voice, a cheerful voice	0.00350400770882	2.24247700044	Expressing physical and psychological states	7
голос_NOUN	взволнованный	взволновать_VERB	an agitated voice	0.00344862472893	3.63605881627	Expressing physical and psychological states	7
голос_NOUN	визгливый	визгливый_ADJ	a shrill voice	0.00164155911227	4.99363010665	Pitch	1
голос_NOUN	вкрадчивый	вкрадчивый_ADJ	an ingratiating voice	0.00184207632245	4.42925069238	Expressing physical and psychological states	7
голос_NOUN	возбуждённый	возбуждать_VERB	an excited voice	0.000230964027353	0.0	Expressing physical and psychological states	7
голос_NOUN	ворчливый	ворчливый_ADJ	a querulous voice	0.000368937322161	3.52114976926	Expressing physical and psychological states	7
голос_NOUN	восторженный	восторженный_ADJ	an enthusiastic voice	0.000356980303612	1.67234106543	Expressing physical and psychological states	7
голос_NOUN	восхищенный	восхищенный_ADJ	an admiring voice	9.16342510504e-05	1.41876058067	Expressing physical and psychological states	7
голос_NOUN	высокий	высокий_ADJ	a high voice	0.00141890262071	0.0	Pitch	1
голос_NOUN	глухой	глухой_ADJ	a muffled voice lacking a ringing quality	0.00448096212303	3.17348501086	Timbre and coloring	2
голос_NOUN	гневный	гневный_ADJ	an angry voice	0.000656892351766	3.09726853203	Expressing physical and psychological states	7
голос_NOUN	гнусавый	гнусавый_ADJ	a nasal voice	0.00086859698486	4.72270568236	Timbre and coloring	2
голос_NOUN	гортанный	гортанный_ADJ	a guttural voice	0.000757170030841	4.43630880176	Other physical characteristics	4
голос_NOUN	грозный	грозный_ADJ	a threatening voice	0.00118665689087	2.05998448887	Expressing physical and psychological states	7
голос_NOUN	громкий	громкий_ADJ	a loud voice	0.00884124440515	4.09990191933	Loudness	0
голос_NOUN	громовой	громовой_ADJ	a thunderous voice	0.00219671136683	4.86448273393	Loudness	0
голос_NOUN	грубый	грубый_ADJ	a coarse voice	0.00251004839636	2.51692813781	Other physical characteristics	4
голос_NOUN	грудной	грудной_ADJ	a sonorous voice	0.00190236623706	3.64142256915	Pitch	1
голос_NOUN	грустный	грустный_ADJ	a sad voice	0.00095063954061	1.95420825921	Expressing physical and psychological states	7
голос_NOUN	девичий	девичий_ADJ	a girl's voice; a girlish voice	0.00157440166028	3.2167841039	Characteristics of age and sex	6
голос_NOUN	детский	детский_ADJ	a child's voice; a childish voice	0.00291816270188	1.98765213514	Characteristics of age and sex	6
голос_NOUN	дребезжащий	дребезжать_VERB	an unsteady voice	0.0015500534264	4.3215958768	Timbre and coloring	2
голос_NOUN	дрогнувший	дрогнуть_VERB	a faltering voice	0.00428487261431	4.16399899218	Expressing physical and psychological states	7
голос_NOUN	дрожащий	дрожать_VERB	a quivering voice; a voice quivering from emotion	0.00820131220995	3.5296731481	Expressing physical and psychological states	7
голос_NOUN	женский	женский_ADJ	a womanly voice; a woman's voice; a female voice	0.0127232337147	3.67780103362	Characteristics of age and sex	6
голос_NOUN	заискивающий	заискивающий_ADJ	an ingratiating voice	0.000342781439775	4.66725847073	Expressing physical and psychological states	7
голос_NOUN	замогильный	замогильный_ADJ	a feeble voice	0.000695071939946	5.58513776529	Expressing physical and psychological states	7
голос_NOUN	звенящий	звенящий_ADJ	an unnaturally loud and high voice	0.000792750937935	4.1971528475	Timbre and coloring	2
голос_NOUN	звонкий	звонкий_ADJ	a high, ringing voice	0.00534840801992	4.48022377644	Timbre and coloring	2
голос_NOUN	звучный	звучный_ADJ	a loud, clear voice	0.00205105666044	4.47010312567	Timbre and coloring	2
голос_NOUN	зычный	зычный_ADJ	a loud, resounding voice	0.00279805521311	5.75870032021	Loudness	0
голос_NOUN	изменившийся	изменяться_VERB	a faltering voice	0.00124667982165	1.59958093335	Expressing physical and psychological states	7
голос_NOUN	измученный	измученный_ADJ	an exhausted voice	0.000190234622701	1.51473974287	Expressing physical and psychological states	7
голос_NOUN	испуганный	испуганный_ADJ	a frightened voice	0.00113930466532	2.97204432897	Expressing physical and psychological states	7
голос_NOUN	красивый	красивый_ADJ	a beautiful voice	0.00105436164604	0.0	Aesthetics	5
голос_NOUN	кроткий	кроткий_ADJ	a meek voice	0.000722678729156	2.37051359865	Expressing physical and psychological states	7
голос_NOUN	ласковый	ласковый_ADJ	an affectionate voice	0.00342547871065	3.23520095928	Expressing physical and psychological states	7
голос_NOUN	ломающийся	ломаться_VERB	a voice which cracks	0.000509600509601	2.70474858851	Pitch	1
голос_NOUN	мальчишеский	мальчишеский_ADJ	a boyish voice	0.000871451700936	3.75729293759	Characteristics of age and sex	6
голос_NOUN	мелодичный	мелодичный_ADJ	a melodious voice	0.000508155902231	4.15796512078	Other physical characteristics	4
голос_NOUN	металлический	металлический_ADJ	a metallic voice	0.00106280855732	2.07515271034	Timbre and coloring	2
голос_NOUN	мёртвый	мертвый_ADJ	a dead voice	0.000379413647825	0.0	Expressing physical and psychological states	7
голос_NOUN	молодой	молодой_ADJ	a youthful voice	0.00184856382566	0.0	Characteristics of age and sex	6
голос_NOUN	мужской	мужской_ADJ	a masculine voice; a man's voice; a male voice	0.00741600809019	3.7186846329	Characteristics of age and sex	6
голос_NOUN	мягкий	мягкий_ADJ	a soft voice	0.00245107635925	2.19697264051	Other physical characteristics	4
голос_NOUN	надтреснутый	надтреснутый_ADJ	a hoarse, raspy voice (due to stress, emotion, etc.)	0.00111013460382	5.27034962407	Timbre and coloring	2
голос_NOUN	негромкий	негромкий_ADJ	a soft voice	0.00181015432255	4.64188436877	Loudness	0
голос_NOUN	нежный	нежный_ADJ	a tender voice	0.00211080513872	2.24206636518	Expressing physical and psychological states	7
голос_NOUN	неприятный	неприятный_ADJ	an unpleasant voice	0.000739061474967	1.39285221989	Aesthetics	5
голос_NOUN	несчастный	несчастный_ADJ	an unhappy voice	0.000158047793653	0.0	Expressing physical and psychological states	7
голос_NOUN	неуверенный	неуверенный_ADJ	an uncertain voice	0.000616446233468	3.70407644316	Expressing physical and psychological states	7
голос_NOUN	низкий	низкий_ADJ	a deep voice	0.00287382455119	2.03191940325	Pitch	1
голос_NOUN	обиженный	обиженный_ADJ	an offended voice	0.000939302116591	2.99703491337	Expressing physical and psychological states	7
голос_NOUN	оглушительный	оглушительный_ADJ	a deafening voice	0.000236334631659	1.88161550639	Loudness	0
голос_NOUN	огорчённый	огорченный_ADJ	a distressed voice	0.000129197177964	2.56068651939	Expressing physical and psychological states	7
голос_NOUN	отчаянный	отчаянный_ADJ	a desperate voice	0.00161067748578	2.70219880034	Expressing physical and psychological states	7
голос_NOUN	охрипший	охрипший_ADJ	a hoarse voice (due to illness, emotion, etc.)	0.000324685866424	5.89111983516	Timbre and coloring	2
голос_NOUN	певучий	певучий_ADJ	a musical voice	0.00169871265128	4.5120342535	Other physical characteristics	4
голос_NOUN	писклявый	писклявый_ADJ	a squeaky voice	0.000500400783961	5.19074160451	Pitch	1
голос_NOUN	плачущий	плакать_VERB	a tearful voice	0.000424313932757	0.0	Expressing physical and psychological states	7
голос_NOUN	погасший	погасать_VERB	a faint, lifeless voice	9.91035632236e-05	0.0	Expressing physical and psychological states	7
голос_NOUN	приглушённый	приглушать_VERB	a voice which is muffled by trying to speak softly	0.00072926667159	4.34657782706	Timbre and coloring	2
голос_NOUN	приятный	приятный_ADJ	a pleasant voice	0.00235416387815	2.18639740006	Aesthetics	5
голос_NOUN	прокуренный	прокуривать_VERB	a smoker's voice	0.000323325635104	3.67505483936	Timbre and coloring	2
голос_NOUN	пронзительный	пронзительный_ADJ	a piercing voice	0.00164563657653	3.59950950609	Timbre and coloring	2
голос_NOUN	проникновенный	проникновенный_ADJ	a warm, sincere voice	0.000422759146762	3.20725317139	Expressing physical and psychological states	7
голос_NOUN	простуженный	простужать_VERB	a voice hoarse and nasal because of a cold	0.000388076802247	3.90567552176	Timbre and coloring	2
голос_NOUN	радостный	радостный_ADJ	a joyful voice, a cheerful voice	0.00150625854633	2.225155578	Expressing physical and psychological states	7
голос_NOUN	резкий	резкий_ADJ	a grating voice	0.00300530180602	2.60646327275	Timbre and coloring	2
голос_NOUN	робкий	робкий_ADJ	a shy voice	0.00127618750139	2.94595827429	Expressing physical and psychological states	7
голос_NOUN	ровный	ровный_ADJ	an even voice	0.00354502393959	3.24003269088	Timbre and coloring	2
голос_NOUN	рыдающий	рыдать_VERB	a sobbing voice	0.00097643127805	2.77733824003	Expressing physical and psychological states	7
голос_NOUN	сердитый	сердитый_ADJ	an angry voice	0.00188443902045	3.48371491319	Expressing physical and psychological states	7
голос_NOUN	сильный	сильный_ADJ	a robust voice	0.00135207979058	0.0	Strength	3
голос_NOUN	сиплый	сиплый_ADJ	a croaking, raspy voice	0.00249712047915	5.28986459495	Timbre and coloring	2
голос_NOUN	скрипучий	скрипучий_ADJ	a creaky, unpleasant voice	0.00222341170173	4.49888349922	Timbre and coloring	2
голос_NOUN	скучный	скучный_ADJ	a boring voice	0.00104551474176	2.28099356765	Expressing physical and psychological states	7
голос_NOUN	слабый	слабый_ADJ	a feeble voice	0.00534561118649	2.72417739311	Strength	3
голос_NOUN	сладкий	сладкий_ADJ	a sweet voice	0.00114465467464	2.02743364322	Expressing physical and psychological states	7
голос_NOUN	сонный	сонный_ADJ	a sleepy voice	0.00184297333031	3.25596531113	Expressing physical and psychological states	7
голос_NOUN	спокойный	спокойный_ADJ	a calm voice	0.00457478835709	2.84158433963	Expressing physical and psychological states	7
голос_NOUN	срывающийся	срываться_VERB	a faltering voice	0.00317868106508	3.38610530339	Timbre and coloring	2
голос_NOUN	старческий	старческий_ADJ	an old person's voice	0.00189351042337	3.81747115076	Characteristics of age and sex	6
голос_NOUN	счастливый	счастливый_ADJ	a happy voice	0.000560966902953	0.0	Expressing physical and psychological states	7
голос_NOUN	тихий	тихий_ADJ	a quiet voice	0.0091516862279	3.26944834695	Loudness	0
голос_NOUN	томный	томный_ADJ	a languid voice	0.00061465916232	3.41599825266	Expressing physical and psychological states	7
голос_NOUN	тонкий	тонкий_ADJ	a thin, high-pitched voice	0.00328264267007	2.09777627174	Pitch	1
голос_NOUN	уверенный	уверенный_ADJ	a confident voice	0.00108113189809	1.38078272646	Expressing physical and psychological states	7
голос_NOUN	удивленный	удивленный_ADJ	a surprised voice	0.000462717238939	2.46897516094	Expressing physical and psychological states	7
голос_NOUN	умирающий	умирающий_ADJ	a feeble voice	0.000202004434916	2.38057725823	Expressing physical and psychological states	7
голос_NOUN	умоляющий	умоляющий_ADJ	a pleading voice	0.00197331889292	4.62235319973	Expressing physical and psychological states	7
голос_NOUN	упавший	упавший_ADJ	a deadened voice	0.00416737423296	5.3797585768	Expressing physical and psychological states	7
голос_NOUN	усталый	усталый_ADJ	a tired voice	0.00133399447972	2.6433275997	Expressing physical and psychological states	7
голос_NOUN	хриплый	хриплый_ADJ	a husky voice	0.00743130129435	5.24887292057	Timbre and coloring	2
голос_NOUN	чистый	чистый_ADJ	a clear voice	0.000849981594887	0.0	Timbre and coloring	2
голос_NOUN	энергичный	энергичный_ADJ	an energetic voice	0.000106448093249	0.0	Expressing physical and psychological states	7
голос_NOUN	юношеский	юношеский_ADJ	an adolescent's voice; a youthful voice	0.000225860075166	1.58248763655	Characteristics of age and sex	6
грудь_NOUN	белый	белый_ADJ	a white bosom; a white breast	0.00151906190177	1.27660322233	Other properties and conditions (non-medical)	2
грудь_NOUN	богатырский	богатырский_ADJ	a herculean chest	0.000847468848899	3.80097737979	Strength	4
грудь_NOUN	большой	большой_ADJ	a large breast	0.000441024366596	0.0	Size and shape; aesthetics	0
грудь_NOUN	волосатый	волосатый_ADJ	a hairy chest	0.00408863961001	5.10249235374	Other visible properties and conditions	5
грудь_NOUN	впалый	впалый_ADJ	a sunken chest	0.00529008643146	5.9432549301	Size and shape	3
грудь_NOUN	выпуклый	выпуклый_ADJ	a prominent chest	0.00164638695238	3.84147215762	Size and shape	3
грудь_NOUN	высокий	высокий_ADJ	a high bosom	0.00143037466128	1.11694205489	Size and shape; aesthetics	0
грудь_NOUN	голый	голый_ADJ	a naked chest	0.00325761153464	2.92563340224	Other visible properties and conditions	5
грудь_NOUN	девический	девический_ADJ	girlish breasts	0.000351451087471	3.91251544737	Characteristics of age	1
грудь_NOUN	девичий	девичий_ADJ	girlish breasts	0.00118233881397	2.99855013239	Characteristics of age	1
грудь_NOUN	дряблый	дряблый_ADJ	a flabby bosom	0.000348226722383	3.33629842395	Characteristics of age	1
грудь_NOUN	загорелый	загорелый_ADJ	a tanned chest	0.000385986130232	2.39560206471	Other visible properties and conditions	5
грудь_NOUN	заросший	зарастать_VERB	a hairy chest	0.000197326229589	1.22059771128	Other visible properties and conditions	5
грудь_NOUN	иссохший	иссохший_ADJ	withered breasts	0.000514305822483	4.40383317433	Characteristics of age	1
грудь_NOUN	крепкий	крепкий_ADJ	a strong chest	0.00100113521583	1.58622327124	Strength	4
грудь_NOUN	маленький	маленький_ADJ	a small breast	0.000853535652896	0.0	Size and shape; aesthetics	0
грудь_NOUN	мощный	мощный_ADJ	a powerful chest	0.00110237305485	1.89407840041	Strength	4
грудь_NOUN	мускулистый	мускулистый_ADJ	a muscular chest	0.00034649111117	3.12188855261	Other visible properties and conditions	5
грудь_NOUN	мягкий	мягкий_ADJ	a soft bosom; a soft breast	0.000867133857153	1.4236387607	Other properties and conditions (non-medical)	2
грудь_NOUN	нежный	нежный_ADJ	a tender bosom; a tender breast	0.000743444818285	1.4221566166	Other properties and conditions (non-medical)	2
грудь_NOUN	неразвитый	неразвитый_ADJ	pre-pubescent breasts	0.000108135872724	2.73158772278	Size and shape; aesthetics	0
грудь_NOUN	обнаженный	обнаженный_ADJ	a bared chest	0.00269018083993	3.92775763857	Other visible properties and conditions	5
грудь_NOUN	острый	острый_ADJ	conical breasts	0.00049687677456	0.0	Size and shape; aesthetics	0
грудь_NOUN	открытый	открытый_ADJ	a bare chest	0.000809939578507	1.21130236979	Other visible properties and conditions	5
грудь_NOUN	плоский	плоский_ADJ	a flat chest	0.00149084278489	2.74687910563	Size and shape; aesthetics	0
грудь_NOUN	полный	полный_ADJ	a full breast	0.00408287806579	2.24086003451	Size and shape; aesthetics	0
грудь_NOUN	пышный	пышный_ADJ	a large bosom	0.00208382666351	3.2658341098	Size and shape; aesthetics	0
грудь_NOUN	роскошный	роскошный_ADJ	a magnificent bosom	0.000394070399518	1.47318439901	Size and shape; aesthetics	0
грудь_NOUN	твердый	твердый_ADJ	a firm bosom; a firm breast	0.000437421400842	0.0	Other properties and conditions (non-medical)	2
грудь_NOUN	тугой	тугой_ADJ	a firm bosom; a firm breast	0.000510497096548	2.55514797784	Other properties and conditions (non-medical)	2
грудь_NOUN	тщедушный	тщедушный_ADJ	a narrow chest	0.0001339997588	2.40472859481	Size and shape	3
грудь_NOUN	тяжелый	тяжелый_ADJ	a heavy bosom; a heavy breast	0.000697601280842	0.0	Other properties and conditions (non-medical)	2
грудь_NOUN	узкий	узкий_ADJ	a narrow chest	0.000805188212745	1.32979448986	Size and shape	3
грудь_NOUN	упругий	упругий_ADJ	a supple bosom; a supple breast	0.00177970364065	3.9618226369	Other properties and conditions (non-medical)	2
грудь_NOUN	цыплячий	цыплячий_ADJ	a narrow chest	0.00013617670289	3.92464790705	Size and shape	3
грудь_NOUN	широкий	широкий_ADJ	a broad chest	0.0041312042046	2.51079970106	Size and shape	3
губа_NOUN	алый	алый_ADJ	scarlet lips	0.0027987755357	3.77721164544	Color and tactile properties	0
губа_NOUN	бескровный	бескровный_ADJ	bloodless lips	0.00261304874024	5.33740077155	Color and tactile properties	0
губа_NOUN	бесцветный	бесцветный_ADJ	colorless lips	0.00055737661407	2.84855612201	Color and tactile properties	0
губа_NOUN	бледный	бледный_ADJ	pale lips	0.00430501930502	3.17266965924	Color and tactile properties	0
губа_NOUN	влажный	влажный_ADJ	moist lips	0.0022863536308	3.38207868297	Color and tactile properties	0
губа_NOUN	воспаленная	воспаленный_ADJ	inflamed lips	0.000386879266035	3.66191302108	Medical conditions and their treatment	2
губа_NOUN	выпяченный	выпячивать_VERB	puckered lips	0.00386610217945	5.35381440926	Other movements	5
губа_NOUN	горячий	горячий_ADJ	hot lips	0.0017460199804	1.9915326683	Color and tactile properties	0
губа_NOUN	запёкшийся	запекаться_VERB	parched, encrusted lips	0.00377613318449	5.80342256151	Medical conditions and their treatment	2
губа_NOUN	заячий	заячий_ADJ	harelip	0.00134650526923	4.63281080244	Size and shape; aesthetics	1
губа_NOUN	искусанный	искусывать_VERB	lips which have been bitten (by oneself)	0.000806518897572	4.84901740628	Medical conditions and their treatment	2
губа_NOUN	капризный	капризный_ADJ	capricious lips	0.00029353293573	2.3023360483	Shapes and movements that express emotional, physical, or psychological states, and personality traits	3
губа_NOUN	красный	красный_ADJ	red lips	0.002385167925	1.81699686645	Color and tactile properties	0
губа_NOUN	крашеный	крашеный_ADJ	painted lips, made-up lips	0.000489123789079	3.22932285016	Make-up	4
губа_NOUN	мокрый	мокрый_ADJ	wet lips	0.00199878074375	2.48604837568	Color and tactile properties	0
губа_NOUN	морщинистый	морщинистый_ADJ	wrinkled lips	0.000326259838773	2.84013811792	Size and shape; aesthetics	1
губа_NOUN	мягкий	мягкий_ADJ	soft lips	0.0019992795389	2.26875219807	Color and tactile properties	0
губа_NOUN	мясистый	мясистый_ADJ	fleshy	0.00125734590679	4.35875397173	Size and shape; aesthetics	1
губа_NOUN	надутый	надутый_ADJ	pouting lips, a pouting mouth	0.000500960173666	4.44018245505	Shapes and movements that express emotional, physical, or psychological states, and personality traits	3
губа_NOUN	накрашенный	накрасить_VERB	painted lips, made-up lips	0.00425490764916	6.04946200182	Make-up	4
губа_NOUN	нежный	нежный_ADJ	tender lips	0.000680001165716	1.34134656613	Color and tactile properties	0
губа_NOUN	обветренный	обветренный_ADJ	chapped lips	0.000417943716913	4.37564393392	Medical conditions and their treatment	2
губа_NOUN	обугленный	обугливать_VERB	puffy, chapped, dark red lips	0.0	1.36929745912	Medical conditions and their treatment	2
губа_NOUN	отвислый	отвислый_ADJ	a hanging lower lip	0.00145231112973	5.91878961644	Size and shape; aesthetics	1
губа_NOUN	пепельный	пепельный_ADJ	ashen lips	0.000439711439368	3.51720680008	Color and tactile properties	0
губа_NOUN	пересохший	пересыхать_VERB	parched lips	0.00674833324299	5.78062488357	Medical conditions and their treatment	2
губа_NOUN	поджатый	поджимать_VERB	pursed lips, a pout	0.00607389451034	5.81809033779	Shapes and movements that express emotional, physical, or psychological states, and personality traits	3
губа_NOUN	подкрашенный	подкрашивать_VERB	lightly made-up lips	0.00231986522688	5.41907784554	Make-up	4
губа_NOUN	полный	полный_ADJ	full	0.00103175764671	0.0	Size and shape; aesthetics	1
губа_NOUN	посиневший	посинеть_VERB	blue lips	0.00290697674419	5.31943191525	Color and tactile properties	0
губа_NOUN	потрескавшийся	потрескаться_VERB	chapped lips	0.00226948784302	5.52256780557	Medical conditions and their treatment	2
губа_NOUN	презрительный	презрительный_ADJ	scornful lips	0.000159672139873	1.64399233604	Shapes and movements that express emotional, physical, or psychological states, and personality traits	3
губа_NOUN	приоткрытый	приоткрытый_ADJ	slightly parted lips	0.000640730990487	4.78346467756	Other movements	5
губа_NOUN	припухший	припухать_VERB	puffy lips	0.00133142865068	5.13842389013	Medical conditions and their treatment	2
губа_NOUN	пунцовый	пунцовый_ADJ	crimson lips	0.00096078619762	4.25149329353	Color and tactile properties	0
губа_NOUN	пухлый	пухлый_ADJ	plump lips, full lips	0.0051946017907	4.83564747983	Size and shape; aesthetics	1
губа_NOUN	распухший	распухать_VERB	swollen lips	0.0019987575291	4.47779602265	Medical conditions and their treatment	2
губа_NOUN	румяный	румяный_ADJ	ruddy lips	0.00148413510747	3.35540242645	Color and tactile properties	0
губа_NOUN	сжатая	сжатый_ADJ	compressed lips	0.00557507860597	5.07834417135	Shapes and movements that express emotional, physical, or psychological states, and personality traits	3
губа_NOUN	синий	синий_ADJ	blue lips	0.00194304857621	2.12265489113	Color and tactile properties	0
губа_NOUN	смеющийся	смеяться_VERB	a laughing mouth	0.000510547446102	0.0	Shapes and movements that express emotional, physical, or psychological states, and personality traits	3
губа_NOUN	сморщенный	сморщенный_ADJ	wrinkled lips	0.000328807661219	3.106573028	Size and shape; aesthetics	1
губа_NOUN	сочный	сочный_ADJ	ripe lips, lips that are appealing because they're full and moist	0.0017733077483	3.95981228586	Size and shape; aesthetics	1
губа_NOUN	сухой	сухой_ADJ	dry lips	0.00485729511562	3.10447514263	Color and tactile properties	0
губа_NOUN	тёплый	теплый_ADJ	warm lips	0.00106151746449	1.52684757565	Color and tactile properties	0
губа_NOUN	толстый	толстый_ADJ	thick	0.00739192495922	3.48034577169	Size and shape; aesthetics	1
губа_NOUN	тонкий	тонкий_ADJ	thin	0.00924181775371	3.5175424955	Size and shape; aesthetics	1
губа_NOUN	увядший	увядший_ADJ	withered lips	0.000221892465364	3.34258694329	Size and shape; aesthetics	1
губа_NOUN	холодный	холодный_ADJ	cold lips	0.00111573936328	1.41534929449	Color and tactile properties	0
губа_NOUN	чувственный	чувственный_ADJ	sensual lips	0.00139952571629	3.43575180527	Size and shape; aesthetics	1
губа_NOUN	шершавый	шершавый_ADJ	rough lips	0.000487105241794	3.11320090717	Color and tactile properties	0
губа_NOUN	яркий	яркий_ADJ	bright-red lips	0.00193617536217	2.16748200135	Color and tactile properties	0
губа_NOUN	ярко-красный	яркокрасный_ADJ	bright-red lips	8.43075539568e-05	5.46817717651	Color and tactile properties	0
желудок_NOUN	больной	больной_ADJ	a bad stomach	0.00104495229986	2.77160240236	General properties	1
желудок_NOUN	здоровый	здоровый_ADJ	a healthy stomach	0.000733796848343	2.40566807492	General properties	1
желудок_NOUN	капризный	капризный_ADJ	a sensitive stomach	0.000144373059987	1.86348442779	General properties	1
желудок_NOUN	луженый	луженый_ADJ	a cast-iron stomach	0.00116459627329	6.28415677757	General properties	1
желудок_NOUN	нежный	нежный_ADJ	a delicate stomach	0.000191181742144	1.13133651805	General properties	1
желудок_NOUN	полный	полный_ADJ	a full stomach	0.000282720144753	1.29700275274	Sensations and conditions (non-medical)	0
желудок_NOUN	пустой	пустой_ADJ	an empty stomach	0.00328109973412	3.8530189317	Sensations and conditions (non-medical)	0
живот_NOUN	большой	большой_ADJ	a large stomach	0.000682466334203	1.2181479272	Size and shape	0
живот_NOUN	вздутый	вздутый_ADJ	a distended abdomen	0.00164639850327	6.12265894046	Sensations and medical conditions; inflicting injuries	3
живот_NOUN	впалый	впалый_ADJ	a sunken stomach	0.002997002997	5.41602021524	Size and shape	0
живот_NOUN	гладкий	гладкий_ADJ	a smooth stomach	0.000212930185515	1.20345004156	Other properties	2
живот_NOUN	жирный	жирный_ADJ	a fat stomach	0.000577791784851	2.17133050842	Size and shape	0
живот_NOUN	круглый	круглый_ADJ	a rounded abdomen	0.00214047250132	2.85395212991	Size and shape	0
живот_NOUN	мускулистый	мускулистый_ADJ	a muscular stomach	0.000567194866886	3.65974343437	Other properties	2
живот_NOUN	мягкий	мягкий_ADJ	a soft abdomen	0.00105760950036	2.11052922163	Sensations and medical conditions; inflicting injuries	3
живот_NOUN	небольшой	небольшой_ADJ	a small stomach, a little pot belly	6.24887715489e-05	0.0	Size and shape	0
живот_NOUN	огромный	огромный_ADJ	an enormous stomach	0.00116208569119	1.88045275758	Size and shape	0
живот_NOUN	плоский	плоский_ADJ	a flat stomach	0.00108991825613	2.68689698664	Size and shape	0
живот_NOUN	толстый	толстый_ADJ	a large stomach	0.00197685433055	2.677625023	Size and shape	0
живот_NOUN	тугой	тугой_ADJ	a swollen, tight abdomen	0.00177631161581	3.91498291201	Hunger, eating, and breathing	1
живот_NOUN	упругий	упругий_ADJ	a firm stomach	0.000586090127637	2.94830340719	Other properties	2
зад_NOUN	бабий	бабий_ADJ	an effeminate butt	0.000669971861182	3.10901338888	Size and shape	0
зад_NOUN	большой	большой_ADJ	a large butt	6.31825442426e-05	0.0	Size and shape	0
зад_NOUN	жирный	жирный_ADJ	a fat butt	0.00090103619162	3.13841180521	Size and shape	0
зад_NOUN	костлявый	костлявый_ADJ	a bony butt	0.00106185293337	4.06075640295	Size and shape	0
зад_NOUN	круглый	круглый_ADJ	a rounded butt	0.000674096710408	2.52506170388	Size and shape	0
зад_NOUN	необъятный	необъятный_ADJ	an enormous butt	0.000481231953802	3.05063832988	Size and shape	0
зад_NOUN	огромный	огромный_ADJ	an enormous butt	0.000156877286308	0.0	Size and shape	0
зад_NOUN	отвислый	отвислый_ADJ	a droopy rump	0.001617001617	6.07716720255	Size and shape	0
зад_NOUN	оттопыренный	оттопыривать_VERB	a protruding butt	0.00382987300947	5.79453358964	Size and shape	0
зад_NOUN	плоский	плоский_ADJ	a flat butt	8.98028826725e-05	0.0	Size and shape	0
зад_NOUN	толстый	толстый_ADJ	a plump butt	0.00160748209849	3.35290053016	Size and shape	0
зад_NOUN	тяжёлый	тяжелый_ADJ	a heavy butt	0.000163700355594	0.0	Size and shape	0
зад_NOUN	худой	худой_ADJ	a skinny butt	0.000253332911112	1.64296963661	Size and shape	0
зад_NOUN	худощавый	худощавый_ADJ	a skinny butt	0.00016784155757	2.0895558398	Size and shape	0
зад_NOUN	широкий	широкий_ADJ	a wide butt	0.000576756704797	2.24803985032	Size and shape	0
запястье_NOUN	сильный	сильный_ADJ	a strong wrist	0.0	0.0	Strength	0
запястье_NOUN	тонкий	тонкий_ADJ	a thin wrist	0.000922358261801	3.88182624688	Size and shape; aesthetics	1
запястье_NOUN	узкий	узкий_ADJ	a narrow wrist	0.000458736639295	3.20397843389	Size and shape; aesthetics	1
запястье_NOUN	хрупкий	хрупкий_ADJ	a delicate wrist	0.000473148805299	3.51772678727	Strength	0
затылок_NOUN	бритый	брить_VERB	a shaved back of the head	0.00118948495302	4.08403611294	Appearance	0
затылок_NOUN	выдающийся	выдающийся_ADJ	a head with a prominent or protruding back	0.000260331923202	1.44301630619	Appearance	0
затылок_NOUN	выпуклый	выпуклый_ADJ	a head with a prominent or protruding back	0.000650688645483	3.14179821517	Appearance	0
затылок_NOUN	жирный	жирный_ADJ	fat neck, fat back of the neck	0.00148431701887	3.36196118892	Appearance	0
затылок_NOUN	костлявый	костлявый_ADJ	bony neck, bony back of the neck	0.000118168389956	1.74533191561	Appearance	0
